card_id,client_id,account_id,card_number,card_holder_name,expiry_date,cvv,card_type,card_level,status,issue_date
2166,1048,5282,4129 9185 2746 8392,Katherine Ortiz,2028-06-04,742,CREDIT,GOLD,EXPIRED,2025-06-05
2167,1768,4544,4438 4547 8299 2118,Jacob Anderson,2028-10-28,271,CREDIT,GOLD,LOST,2025-10-29
2168,1404,226,4127 3705 2735 5791,Matthew Bell,2028-10-19,177,CREDIT,PLATINUM,ACTIVE,2025-10-20
2169,2100,1847,4849 4048 1189 6698,Scott Daniels,2028-09-13,611,DEBIT,STANDARD,LOST,2025-09-14
2170,2612,683,4110 8556 3714 5437,Beth Mccoy,2028-05-30,529,DEBIT,PLATINUM,EXPIRED,2025-05-31
2171,1845,5573,4662 2179 7552 9565,Vernon Rodriguez,2028-10-13,679,CREDIT,STANDARD,LOST,2025-10-14
2172,2969,1109,4405 2163 5464 1096,Kelly Villanueva,2026-12-11,932,DEBIT,STANDARD,LOST,2023-12-12
2173,934,1330,4333 5523 9853 6850,Bianca Dunn,2028-02-27,357,DEBIT,PLATINUM,EXPIRED,2025-02-27
2174,1974,3367,4339 6465 9812 4781,Leah Lamb,2028-09-30,546,DEBIT,STANDARD,LOST,2025-10-01
2175,2670,2045,4589 2874 5701 5687,Alexandra Morales,2028-10-23,708,DEBIT,GOLD,ACTIVE,2025-10-24
2176,2757,4376,4005 2156 5564 5500,John Fletcher,2028-05-02,738,CREDIT,STANDARD,EXPIRED,2025-05-03
2177,2577,2855,4428 7152 2906 8463,Wesley Joyce,2028-08-24,809,CREDIT,GOLD,LOST,2025-08-25
2178,1122,5375,4650 1254 3277 8221,Peter Fisher,2026-11-29,997,DEBIT,GOLD,ACTIVE,2023-11-30
2179,1837,7903,4827 5859 1128 1086,Lisa Krueger,2027-02-16,137,CREDIT,PLATINUM,EXPIRED,2024-02-17
2180,572,5366,4281 6063 4031 4562,Keith Brown,2027-03-15,626,CREDIT,STANDARD,EXPIRED,2024-03-15
2181,2857,307,4188 6668 1964 8848,Danielle Contreras,2028-03-21,479,DEBIT,GOLD,BLOCKED,2025-03-22
2182,2690,780,4981 4951 2013 8862,Kathryn Bowers,2028-10-20,136,DEBIT,STANDARD,ACTIVE,2025-10-21
2183,64,3636,4043 4308 5463 2193,Matthew Rodriguez,2028-10-29,360,DEBIT,GOLD,LOST,2025-10-30
2184,1454,4053,4536 6203 3973 9804,Donna Hobbs,2028-08-05,755,CREDIT,PLATINUM,EXPIRED,2025-08-06
2185,1255,1266,4055 6546 7130 4026,Kathryn Martin,2028-07-21,641,DEBIT,PLATINUM,BLOCKED,2025-07-22
2186,1847,5804,4274 3703 4803 3799,Jeffrey Hayes,2028-04-23,774,CREDIT,GOLD,BLOCKED,2025-04-24
2187,1199,7668,4615 2170 8669 7574,Erica Marshall,2028-10-05,896,DEBIT,PLATINUM,BLOCKED,2025-10-06
2188,1090,3327,4166 9514 7723 6054,Edward George,2027-11-19,271,CREDIT,STANDARD,ACTIVE,2024-11-19
2189,2574,6398,4748 4918 8025 3589,Daniel Guerrero,2028-03-23,125,CREDIT,STANDARD,ACTIVE,2025-03-24
2190,553,4585,4031 7850 6621 6475,Tamara Kelley,2028-10-01,968,CREDIT,PLATINUM,ACTIVE,2025-10-02
2191,1645,4605,4926 9984 2101 8373,Carolyn Martinez,2028-10-29,778,CREDIT,STANDARD,EXPIRED,2025-10-30
2192,166,1704,4744 1743 4824 4829,Christopher Sanders,2027-09-21,307,CREDIT,STANDARD,BLOCKED,2024-09-21
2193,2390,6505,4737 6461 7683 2467,Lori Dunn,2028-09-27,894,CREDIT,GOLD,BLOCKED,2025-09-28
2194,2315,4108,4994 5963 6358 1956,Steven Sims,2028-07-02,222,CREDIT,STANDARD,LOST,2025-07-03
2195,1579,7913,4885 3971 1471 5128,Jose Gordon,2028-01-18,701,CREDIT,PLATINUM,EXPIRED,2025-01-18
2196,2721,3719,4422 1777 2423 9505,Michele Reid,2028-09-06,545,CREDIT,PLATINUM,LOST,2025-09-07
2197,4,712,4989 3940 4415 8138,Christopher Boone,2028-11-01,508,DEBIT,PLATINUM,BLOCKED,2025-11-02
2198,2952,7389,4876 2070 7193 1709,Kevin Becker,2027-08-17,752,DEBIT,STANDARD,EXPIRED,2024-08-17
2199,712,5691,4437 9407 7989 7465,Victoria Williams,2028-07-04,773,DEBIT,GOLD,EXPIRED,2025-07-05
2200,1139,1303,4003 9379 9535 4425,Pamela Reynolds,2028-09-30,946,CREDIT,GOLD,ACTIVE,2025-10-01
2201,2323,5348,4914 9918 2053 4789,Thomas Carroll,2028-05-26,757,DEBIT,STANDARD,EXPIRED,2025-05-27
2202,1539,124,4225 7006 4327 6637,Luis Swanson,2028-10-07,133,CREDIT,GOLD,ACTIVE,2025-10-08
2203,976,353,4074 1675 2717 5818,Anthony Brown,2027-07-23,995,CREDIT,GOLD,LOST,2024-07-23
2204,1131,5204,4008 6635 2684 7510,John Ortiz,2028-09-03,704,CREDIT,STANDARD,EXPIRED,2025-09-04
2205,1200,3329,4975 6552 9431 1171,Kelly Rivera,2028-10-11,116,CREDIT,STANDARD,LOST,2025-10-12
2206,1317,1577,4970 1241 8584 6325,Shane Clark,2028-06-11,582,DEBIT,PLATINUM,BLOCKED,2025-06-12
2207,22,2618,4382 6423 8506 7891,Matthew Ayers,2028-04-16,119,DEBIT,GOLD,BLOCKED,2025-04-17
2208,2937,1849,4410 4965 2566 7343,Jason Mitchell,2028-11-01,115,CREDIT,PLATINUM,ACTIVE,2025-11-02
2209,1051,6183,4638 4292 5729 2479,Dylan Patterson,2028-10-11,189,DEBIT,STANDARD,ACTIVE,2025-10-12
2210,2462,6280,4235 6739 9347 5819,Andrea Miller,2027-02-16,816,DEBIT,STANDARD,LOST,2024-02-17
2211,2521,7403,4722 6012 7017 4838,Kevin Lopez,2028-09-30,523,CREDIT,GOLD,ACTIVE,2025-10-01
2212,1609,3659,4691 7320 2934 6012,Selena Bolton,2026-11-05,942,CREDIT,GOLD,ACTIVE,2023-11-06
2213,2401,5657,4364 9302 2281 2362,Dakota Cox,2026-08-09,779,DEBIT,PLATINUM,ACTIVE,2023-08-10
2214,1663,2423,4060 4179 4724 1010,Edward Gonzalez,2028-02-24,521,CREDIT,PLATINUM,EXPIRED,2025-02-24
2215,862,295,4717 4035 4987 2926,Edwin Collins,2028-10-30,551,CREDIT,PLATINUM,ACTIVE,2025-10-31
2216,2117,4539,4429 8898 5760 3700,Michael Alexander,2028-04-08,159,DEBIT,GOLD,BLOCKED,2025-04-09
2217,1439,5969,4325 9181 9168 9878,Stanley Hoffman,2025-07-28,514,DEBIT,STANDARD,ACTIVE,2022-07-29
2218,606,2880,4643 9451 4429 8951,Amanda Brown,2028-08-04,154,CREDIT,GOLD,LOST,2025-08-05
2219,1415,928,4207 1137 8858 4758,Tyler Dillon,2028-06-25,679,CREDIT,GOLD,EXPIRED,2025-06-26
2220,2379,6942,4184 2631 1184 9723,Robert Perez,2028-08-28,479,DEBIT,GOLD,ACTIVE,2025-08-29
2221,2305,37,4885 1374 4202 3148,Jason Lee,2028-07-13,612,DEBIT,PLATINUM,BLOCKED,2025-07-14
2222,427,4403,4465 8417 5666 8500,Christine Parks,2028-10-22,644,DEBIT,STANDARD,LOST,2025-10-23
2223,250,6371,4371 1492 2060 6724,Andrea Hamilton,2028-10-16,737,DEBIT,STANDARD,BLOCKED,2025-10-17
2224,2779,176,4580 3256 3820 3096,Gregory Hess,2028-04-02,243,DEBIT,STANDARD,LOST,2025-04-03
2225,4,6584,4018 4977 1021 9612,Christopher Boone,2027-10-04,994,DEBIT,PLATINUM,LOST,2024-10-04
2226,486,7641,4438 7332 8943 9047,Denise Chang,2027-10-29,725,DEBIT,GOLD,ACTIVE,2024-10-29
2227,1440,4186,4303 8751 5321 2609,Heather Sanders,2028-10-09,853,CREDIT,GOLD,BLOCKED,2025-10-10
2228,2934,7234,4955 9475 8241 6576,Christopher Vasquez,2028-10-25,927,DEBIT,STANDARD,BLOCKED,2025-10-26
2229,2867,5321,4922 5819 8136 1604,Kevin Schmidt,2028-04-11,327,CREDIT,PLATINUM,EXPIRED,2025-04-12
2230,2185,2752,4287 7827 9333 7313,Matthew Little,2028-10-03,386,DEBIT,GOLD,EXPIRED,2025-10-04
2231,2902,4669,4507 8520 3333 7349,Stephen Smith,2027-09-25,707,CREDIT,STANDARD,LOST,2024-09-25
2232,2997,6162,4611 3083 7154 1982,Taylor Ramirez,2028-09-25,387,CREDIT,GOLD,ACTIVE,2025-09-26
2233,1311,2837,4664 8324 5761 6641,Brian Wagner,2027-12-23,963,DEBIT,GOLD,EXPIRED,2024-12-23
2234,1346,530,4102 2835 6223 4464,Cassandra Snow,2028-05-03,649,CREDIT,STANDARD,LOST,2025-05-04
2235,1832,2033,4991 7751 6934 6532,Kenneth Hensley,2027-09-13,427,CREDIT,GOLD,LOST,2024-09-13
2236,318,476,4612 1027 8138 2900,Dana Oconnell,2026-08-15,879,CREDIT,STANDARD,ACTIVE,2023-08-16
2237,2336,6859,4123 8443 3320 2682,Angela Thomas,2028-10-27,118,DEBIT,PLATINUM,EXPIRED,2025-10-28
2238,1606,3615,4757 4169 8509 9625,Sandra Osborn,2028-07-18,721,CREDIT,PLATINUM,BLOCKED,2025-07-19
2239,2185,6506,4857 7358 8735 1511,Matthew Little,2028-10-24,467,DEBIT,PLATINUM,LOST,2025-10-25
2240,250,6728,4316 9110 4936 4033,Andrea Hamilton,2028-08-03,494,CREDIT,GOLD,EXPIRED,2025-08-04
2241,2377,6006,4810 7804 6628 5315,Guy Ball,2027-12-20,654,CREDIT,GOLD,ACTIVE,2024-12-20
2242,886,4211,4520 7579 8030 1115,Christina Donaldson,2028-09-01,366,DEBIT,GOLD,ACTIVE,2025-09-02
2243,2138,581,4420 7879 3302 6400,Todd Wood,2028-09-13,499,DEBIT,GOLD,ACTIVE,2025-09-14
2244,2383,893,4624 6306 6026 9936,Amanda Rodriguez,2026-12-24,212,CREDIT,PLATINUM,ACTIVE,2023-12-25
2245,705,1591,4263 2777 9196 7558,William Snow,2028-07-14,846,DEBIT,STANDARD,LOST,2025-07-15
2246,1590,5333,4793 9006 5157 1738,Shelia Price,2027-12-13,993,CREDIT,PLATINUM,EXPIRED,2024-12-13
2247,1388,5220,4087 9042 6295 2283,Victoria Garcia,2028-08-18,554,CREDIT,STANDARD,LOST,2025-08-19
2248,1210,1431,4766 2921 9225 5379,Bryan Dillon,2028-08-19,272,DEBIT,GOLD,LOST,2025-08-20
2249,2251,4477,4080 4907 2138 4278,Abigail Murphy,2026-11-29,660,DEBIT,PLATINUM,LOST,2023-11-30
2250,1342,4949,4689 1712 6766 8132,Angela Parker,2028-10-31,357,DEBIT,GOLD,LOST,2025-11-01
2251,2537,2927,4206 4267 1170 9924,Ryan Lamb,2028-09-04,983,DEBIT,GOLD,ACTIVE,2025-09-05
2252,1466,3079,4523 5882 6930 3621,Kelly Grant,2028-08-03,500,DEBIT,PLATINUM,EXPIRED,2025-08-04
2253,2797,2962,4708 2238 3957 9155,Daniel Gallagher,2028-10-15,243,DEBIT,PLATINUM,BLOCKED,2025-10-16
2254,284,3869,4062 3000 3243 7620,Michelle Reyes,2028-11-01,782,DEBIT,STANDARD,ACTIVE,2025-11-02
2255,511,7046,4739 2737 3794 9105,Cindy Green,2028-02-01,696,DEBIT,STANDARD,ACTIVE,2025-02-01
2256,1443,1705,4079 1552 1819 8821,Jay Williams,2028-09-07,163,DEBIT,PLATINUM,LOST,2025-09-08
2257,734,321,4766 7647 5927 7589,Heather Arnold,2027-12-19,355,DEBIT,PLATINUM,EXPIRED,2024-12-19
2258,887,2585,4323 1758 3013 6082,Jennifer Smith,2028-08-04,749,CREDIT,STANDARD,ACTIVE,2025-08-05
2259,2001,2707,4069 6142 5458 4758,Christine Taylor,2028-04-15,562,CREDIT,PLATINUM,ACTIVE,2025-04-16
2260,1193,550,4848 3343 7134 4537,Virginia Davis,2028-06-17,569,DEBIT,PLATINUM,EXPIRED,2025-06-18
2261,1910,6801,4123 4969 1220 2391,Justin Banks,2028-10-25,749,DEBIT,GOLD,EXPIRED,2025-10-26
2262,1620,4999,4137 1084 3077 7118,Todd Kirby,2028-09-30,182,DEBIT,STANDARD,ACTIVE,2025-10-01
2263,1458,4939,4016 3979 4872 3194,Pamela Wiggins,2027-05-04,749,CREDIT,GOLD,BLOCKED,2024-05-04
2264,433,5714,4197 3172 5727 9201,Beverly Berger,2028-05-22,444,DEBIT,PLATINUM,LOST,2025-05-23
2265,400,586,4765 4258 2083 6395,Russell Thornton,2028-01-22,631,CREDIT,GOLD,LOST,2025-01-22
2266,1452,3620,4419 4568 7930 5690,Zachary Bradshaw,2026-12-14,798,DEBIT,GOLD,LOST,2023-12-15
2267,205,6103,4950 5055 4208 7672,Robert Park,2027-12-02,999,DEBIT,STANDARD,BLOCKED,2024-12-02
2268,2995,6386,4944 3686 3647 5268,Nicole Fernandez,2026-10-21,113,DEBIT,PLATINUM,EXPIRED,2023-10-22
2269,2442,2867,4121 6793 3577 7303,Laura Cook,2026-06-05,935,CREDIT,GOLD,BLOCKED,2023-06-06
2270,385,718,4771 3448 7176 7950,Dennis Martin,2028-03-05,325,DEBIT,GOLD,LOST,2025-03-06
2271,1847,7801,4665 7822 8831 2486,Jeffrey Hayes,2028-10-16,613,DEBIT,PLATINUM,EXPIRED,2025-10-17
2272,278,2564,4337 5576 3881 6829,Tiffany Jones,2028-07-24,328,DEBIT,GOLD,LOST,2025-07-25
2273,732,3205,4241 2324 9659 7110,Frank Vasquez,2027-07-13,614,DEBIT,PLATINUM,EXPIRED,2024-07-13
2274,2528,5879,4539 9077 2949 3361,Stephen Myers,2026-12-30,497,CREDIT,STANDARD,BLOCKED,2023-12-31
2275,199,6388,4716 1321 8557 2762,Melissa Perez,2026-03-16,378,DEBIT,GOLD,ACTIVE,2023-03-17
2276,2138,5635,4793 7532 8193 1828,Todd Wood,2028-10-02,230,CREDIT,STANDARD,BLOCKED,2025-10-03
2277,339,4556,4209 7252 7327 8606,Timothy Bush,2026-12-09,612,DEBIT,STANDARD,BLOCKED,2023-12-10
2278,1739,6129,4551 1486 4734 4084,Kristine Gomez,2027-06-13,119,DEBIT,STANDARD,LOST,2024-06-13
2279,1022,5500,4949 2088 1068 8128,Abigail Jackson,2028-06-16,116,CREDIT,STANDARD,EXPIRED,2025-06-17
2280,2798,256,4943 2510 4261 9154,James Martinez,2028-05-10,325,DEBIT,PLATINUM,ACTIVE,2025-05-11
2281,2200,6045,4311 2651 3571 7954,Kristen Mendez,2028-11-01,206,DEBIT,STANDARD,ACTIVE,2025-11-02
2282,407,2155,4138 1047 8058 9450,Kathryn Cox,2028-09-29,955,DEBIT,GOLD,BLOCKED,2025-09-30
2283,902,764,4125 1271 2998 9942,Nicholas Roberts,2028-10-10,835,DEBIT,STANDARD,EXPIRED,2025-10-11
2284,242,6916,4728 1246 6934 6539,Whitney Campbell,2028-10-03,543,CREDIT,PLATINUM,LOST,2025-10-04
2285,1968,2262,4486 5472 9313 3096,Brian Keller,2028-10-10,962,DEBIT,STANDARD,LOST,2025-10-11
2286,462,3804,4695 2358 8614 3226,Leah Miles,2028-09-20,737,DEBIT,PLATINUM,EXPIRED,2025-09-21
2287,55,2107,4253 7354 2715 4108,Aaron Lane,2028-04-11,671,DEBIT,GOLD,LOST,2025-04-12
2288,1672,6518,4857 9061 2169 9967,Wendy Carey,2028-10-15,102,CREDIT,GOLD,LOST,2025-10-16
2289,671,348,4315 6992 2014 9971,Cheryl Brown,2028-06-05,836,CREDIT,PLATINUM,ACTIVE,2025-06-06
2290,1301,1885,4035 3348 5692 5341,Joanne Mercado,2028-09-17,426,CREDIT,PLATINUM,ACTIVE,2025-09-18
2291,839,4726,4570 6731 7513 5948,Jerome Ortiz,2027-05-08,853,CREDIT,STANDARD,ACTIVE,2024-05-08
2292,784,7879,4080 7849 2140 6726,Frederick Clark,2026-12-15,884,CREDIT,GOLD,EXPIRED,2023-12-16
2293,743,6906,4750 2461 3590 8151,Dustin Harris,2028-10-28,396,CREDIT,STANDARD,BLOCKED,2025-10-29
2294,1040,870,4180 4487 3167 2700,Donald Ortiz,2028-07-18,678,DEBIT,STANDARD,LOST,2025-07-19
2295,2211,66,4173 7566 4723 2971,Jason Hanna,2028-10-22,958,CREDIT,GOLD,LOST,2025-10-23
2296,1447,4739,4725 2725 2496 8221,Timothy Stewart,2027-12-06,900,CREDIT,PLATINUM,ACTIVE,2024-12-06
2297,2378,1762,4948 3783 9913 8135,Karen Case,2028-10-19,134,CREDIT,PLATINUM,EXPIRED,2025-10-20
2298,1923,4315,4505 8186 8128 2470,Joshua Scott,2027-11-21,162,CREDIT,STANDARD,BLOCKED,2024-11-21
2299,2511,3718,4233 2835 7020 1478,Brian Jackson,2027-02-09,685,DEBIT,GOLD,EXPIRED,2024-02-10
2300,2803,316,4017 5504 6043 3913,Michael Carter,2028-06-09,858,CREDIT,STANDARD,BLOCKED,2025-06-10
2301,350,4316,4837 9324 4949 1534,Max Freeman,2028-09-21,819,DEBIT,GOLD,LOST,2025-09-22
2302,516,3055,4254 3067 3837 4066,Robert Castillo,2028-10-01,755,DEBIT,STANDARD,LOST,2025-10-02
2303,2554,2728,4741 5872 4803 7531,Timothy Nguyen,2028-01-26,963,CREDIT,PLATINUM,LOST,2025-01-26
2304,200,161,4145 2258 7137 6854,Desiree Ward,2028-11-01,207,DEBIT,GOLD,EXPIRED,2025-11-02
2305,1766,384,4118 4850 6969 5335,Christopher Hall,2026-10-16,332,DEBIT,GOLD,BLOCKED,2023-10-17
2306,210,3728,4958 9208 7866 9260,Jeffrey Sullivan,2028-07-24,389,CREDIT,GOLD,EXPIRED,2025-07-25
2307,2107,496,4308 9052 6075 3902,Jeffrey Simpson,2026-06-12,499,CREDIT,PLATINUM,EXPIRED,2023-06-13
2308,1163,6591,4953 4064 2168 5548,Joseph Manning,2028-05-30,216,DEBIT,STANDARD,BLOCKED,2025-05-31
2309,368,6789,4390 2992 6162 8327,William Hamilton,2028-10-02,665,CREDIT,STANDARD,BLOCKED,2025-10-03
2310,932,5780,4814 9645 6230 8995,Chelsea Scott,2028-06-27,669,CREDIT,STANDARD,ACTIVE,2025-06-28
2311,2711,727,4301 6578 3423 9137,Heidi Perez,2028-10-26,234,CREDIT,GOLD,ACTIVE,2025-10-27
2312,2347,4163,4547 1845 8255 7424,Amanda Carroll,2028-10-14,868,DEBIT,PLATINUM,ACTIVE,2025-10-15
2313,2780,2651,4650 7658 3723 5425,April Gutierrez,2028-10-31,156,DEBIT,PLATINUM,LOST,2025-11-01
2314,2217,1968,4300 9068 1797 2889,Katherine Vega,2028-07-26,199,DEBIT,STANDARD,BLOCKED,2025-07-27
2315,249,2251,4382 3775 1920 8119,Sharon Berg,2028-09-04,281,DEBIT,GOLD,BLOCKED,2025-09-05
2316,967,1059,4162 7761 1848 7914,Valerie Valencia,2028-10-16,529,DEBIT,PLATINUM,LOST,2025-10-17
2317,2344,5132,4796 4254 7345 9091,Kevin Long,2028-03-26,738,DEBIT,PLATINUM,EXPIRED,2025-03-27
2318,1588,7556,4130 2913 2768 9758,Thomas Bond,2028-03-07,212,CREDIT,STANDARD,ACTIVE,2025-03-08
2319,1473,6979,4992 1129 1916 7279,Nicole Moore,2026-03-08,378,DEBIT,GOLD,BLOCKED,2023-03-09
2320,2048,5804,4900 1404 9728 5096,Christine Vaughn,2028-01-14,501,DEBIT,STANDARD,BLOCKED,2025-01-14
2321,403,7867,4354 9734 9308 6289,Gregory Hayes,2028-06-10,971,CREDIT,STANDARD,EXPIRED,2025-06-11
2322,2390,7752,4911 7494 6903 5313,Lori Dunn,2028-06-06,545,DEBIT,GOLD,LOST,2025-06-07
2323,2752,7797,4166 4071 9714 9796,Donna Scott,2028-10-11,939,CREDIT,STANDARD,EXPIRED,2025-10-12
2324,1240,1548,4860 5842 4468 5526,Patrick Smith,2028-07-15,443,CREDIT,STANDARD,EXPIRED,2025-07-16
2325,1394,5077,4660 3700 8754 9375,Kerry Herrera,2028-07-25,892,CREDIT,GOLD,LOST,2025-07-26
2326,429,982,4799 4843 8507 5486,Scott Jones,2028-08-31,324,DEBIT,GOLD,ACTIVE,2025-09-01
2327,1976,755,4656 4413 8463 6540,John Chavez,2027-11-15,688,CREDIT,STANDARD,LOST,2024-11-15
2328,337,6362,4315 8364 8904 9128,Ashlee Weaver,2028-07-22,739,DEBIT,GOLD,ACTIVE,2025-07-23
2329,36,3051,4750 7229 5244 4882,David Palmer,2028-01-12,376,CREDIT,STANDARD,ACTIVE,2025-01-12
2330,1739,3486,4944 9027 8333 4461,Kristine Gomez,2027-06-30,270,CREDIT,STANDARD,ACTIVE,2024-06-30
2331,2574,4347,4216 1144 9634 8421,Daniel Guerrero,2028-09-06,506,CREDIT,GOLD,ACTIVE,2025-09-07
2332,2354,5309,4820 2720 1516 5459,Kathleen Elliott,2028-10-19,140,CREDIT,STANDARD,BLOCKED,2025-10-20
2333,2495,5802,4235 7490 4832 1085,Melissa Martinez,2028-05-22,743,DEBIT,PLATINUM,BLOCKED,2025-05-23
2334,2594,3858,4342 8700 4966 1923,Kenneth Walker,2028-10-23,144,DEBIT,STANDARD,BLOCKED,2025-10-24
2335,1273,81,4447 3754 9721 6552,Kathleen Johnson,2028-09-02,347,CREDIT,STANDARD,LOST,2025-09-03
2336,2755,368,4143 9344 7326 9253,Edward Reed,2028-05-17,880,DEBIT,PLATINUM,LOST,2025-05-18
2337,1102,7550,4461 4382 5181 2438,Anna Webb,2025-04-27,433,DEBIT,STANDARD,LOST,2022-04-28
2338,282,3515,4729 5811 9434 7074,Charles Larson,2026-12-29,933,CREDIT,GOLD,ACTIVE,2023-12-30
2339,2637,3875,4302 8690 7269 5335,Nicole Greer,2027-09-18,411,CREDIT,STANDARD,LOST,2024-09-18
2340,1267,7530,4764 9674 5563 9548,Danielle Lin,2028-10-22,889,DEBIT,PLATINUM,ACTIVE,2025-10-23
2341,1182,4858,4045 1157 2812 6214,Tina Ray,2028-08-29,947,DEBIT,STANDARD,EXPIRED,2025-08-30
2342,1051,5652,4983 9452 1149 8401,Dylan Patterson,2028-09-16,871,DEBIT,GOLD,BLOCKED,2025-09-17
2343,1644,3801,4431 7097 3229 2622,Gabriella Higgins,2026-09-19,372,DEBIT,GOLD,EXPIRED,2023-09-20
2344,1029,2990,4492 1369 9636 5412,Thomas Norman,2028-05-11,406,CREDIT,PLATINUM,LOST,2025-05-12
2345,1737,7927,4374 8986 8061 9582,Lance Anderson,2028-05-16,761,DEBIT,PLATINUM,EXPIRED,2025-05-17
2346,1652,6918,4277 6729 6651 8576,Gary Smith,2028-02-08,536,DEBIT,PLATINUM,LOST,2025-02-08
2347,221,7300,4601 1697 9991 7580,Kevin Walsh,2027-10-20,649,DEBIT,GOLD,BLOCKED,2024-10-20
2348,764,3887,4866 2414 9611 1147,Barbara Castaneda,2028-10-14,164,CREDIT,STANDARD,LOST,2025-10-15
2349,235,4592,4137 6921 5954 5343,Phillip Howell,2027-07-15,596,CREDIT,GOLD,EXPIRED,2024-07-15
2350,195,90,4564 6997 8475 5200,Alicia Martinez,2028-08-22,136,CREDIT,STANDARD,BLOCKED,2025-08-23
2351,2357,667,4673 3593 5720 2400,Martin Farrell,2028-09-20,345,DEBIT,GOLD,BLOCKED,2025-09-21
2352,2779,4823,4788 5349 3516 5209,Gregory Hess,2028-03-21,369,DEBIT,GOLD,BLOCKED,2025-03-22
2353,167,5877,4225 6281 8580 9061,Michelle Espinoza,2028-10-21,120,DEBIT,PLATINUM,ACTIVE,2025-10-22
2354,1972,688,4640 1554 8496 7745,Daniel Floyd,2026-02-11,902,DEBIT,STANDARD,LOST,2023-02-12
2355,2924,2503,4167 3901 6967 2141,Jonathon Fox,2028-10-24,607,DEBIT,GOLD,BLOCKED,2025-10-25
2356,1809,3812,4758 7442 2082 4150,Edward Roberts,2028-10-07,309,CREDIT,STANDARD,LOST,2025-10-08
2357,1907,4764,4076 2638 7174 3501,Jon Finley,2027-03-18,612,DEBIT,STANDARD,LOST,2024-03-18
2358,304,1722,4447 6362 2127 6767,Jacob White,2027-08-18,498,DEBIT,GOLD,EXPIRED,2024-08-18
2359,1651,4402,4851 6720 4778 9594,William Olson,2028-10-05,547,CREDIT,GOLD,ACTIVE,2025-10-06
2360,906,815,4106 5882 1406 2030,Jennifer Valencia,2026-05-28,391,DEBIT,GOLD,LOST,2023-05-29
2361,2036,6821,4370 3140 8681 4269,Roger Zamora,2028-08-14,331,CREDIT,STANDARD,EXPIRED,2025-08-15
2362,2017,5931,4049 1003 1579 2889,Jennifer Morgan,2028-07-05,865,DEBIT,GOLD,BLOCKED,2025-07-06
2363,1150,1845,4903 8319 4038 5174,Kayla Romero,2028-06-27,746,DEBIT,GOLD,BLOCKED,2025-06-28
2364,2925,5498,4370 8977 6062 1373,John Perez,2026-07-20,523,CREDIT,PLATINUM,ACTIVE,2023-07-21
2365,859,7256,4727 1064 2447 2738,Barbara Zavala,2028-10-31,803,DEBIT,STANDARD,BLOCKED,2025-11-01
2366,801,3919,4184 6522 8399 1753,Wendy Baker,2027-09-15,495,DEBIT,PLATINUM,EXPIRED,2024-09-15
2367,302,5856,4171 2085 7420 9839,Steven Cox,2028-10-16,871,CREDIT,PLATINUM,EXPIRED,2025-10-17
2368,703,1899,4833 8552 2289 7077,Nathan Carroll,2028-09-24,130,DEBIT,GOLD,EXPIRED,2025-09-25
2369,372,1449,4442 2299 4855 7963,Cynthia Richardson,2028-10-20,587,CREDIT,STANDARD,BLOCKED,2025-10-21
2370,133,6357,4063 2946 4347 9493,Jeremy Robinson,2028-10-14,590,CREDIT,GOLD,BLOCKED,2025-10-15
2371,953,7947,4596 5839 7811 4903,Deborah Cook,2028-06-20,727,CREDIT,STANDARD,LOST,2025-06-21
2372,2611,240,4241 9629 4538 8303,Brandon Burns,2027-07-23,573,CREDIT,GOLD,ACTIVE,2024-07-23
2373,2843,4241,4257 1638 4047 1041,Randy Johnson,2028-11-01,242,CREDIT,GOLD,EXPIRED,2025-11-02
2374,2006,2148,4724 5812 3067 5966,Deborah Gonzales,2028-08-28,194,DEBIT,GOLD,LOST,2025-08-29
2375,1840,7203,4661 9197 7099 7185,Jacob Gordon,2028-08-25,291,CREDIT,STANDARD,EXPIRED,2025-08-26
2376,85,7503,4227 2082 8249 7236,Paula Pierce,2027-06-08,538,DEBIT,PLATINUM,LOST,2024-06-08
2377,2396,3325,4443 6263 1019 2370,Amy Yang,2026-12-18,421,DEBIT,PLATINUM,EXPIRED,2023-12-19
2378,382,7357,4662 7817 7742 6978,Paul Jensen,2028-10-27,403,CREDIT,PLATINUM,BLOCKED,2025-10-28
2379,11,179,4394 4120 8458 6795,Michael Walter,2028-08-08,283,DEBIT,GOLD,LOST,2025-08-09
2380,363,7846,4640 2007 4462 5074,Kimberly Lewis,2027-09-03,256,CREDIT,STANDARD,ACTIVE,2024-09-03
2381,1152,2334,4312 2305 3188 5497,Laurie Vance,2028-04-11,665,DEBIT,PLATINUM,LOST,2025-04-12
2382,2275,5316,4252 6821 9019 9364,Kaylee Buckley,2027-09-06,348,DEBIT,STANDARD,LOST,2024-09-06
2383,390,3047,4350 4435 4575 2283,Amanda English,2028-10-26,844,CREDIT,STANDARD,LOST,2025-10-27
2384,848,6116,4541 6255 2964 7236,Sean Walker,2028-09-30,592,DEBIT,STANDARD,EXPIRED,2025-10-01
2385,2925,2407,4376 5406 7119 1565,John Perez,2028-06-25,433,CREDIT,STANDARD,LOST,2025-06-26
2386,2622,5483,4950 9693 8984 9592,Jessica Shepherd,2028-05-01,726,DEBIT,PLATINUM,ACTIVE,2025-05-02
