employee_id,branch_id,first_name,last_name,email,phone,position,department,hire_date,salary,status
432,2,Rebecca,Moore,jamesfisher@example.com,(244)964-6877x78669,ADVISOR,COMPLIANCE,2020-12-21,70716.39,ACTIVE
433,14,Elizabeth,Cox,amy00@example.org,001-862-834-7630,TELLER,RISK,2025-08-08,71305.95,SUSPENDED
434,8,Michael,Watts,lauren53@example.org,706.459.1327,SUPERVISOR,RETAIL,2020-08-30,82701.63,ACTIVE
435,15,Troy,Ellis,danny06@example.com,466.614.8440x83880,MANAGER,RISK,2019-11-20,40599.61,ACTIVE
436,2,Christopher,Henry,calebmccall@example.net,937.251.9279x91098,ANALYST,RETAIL,2021-08-26,91153.52,SUSPENDED
437,4,Kathy,Miles,urosario@example.org,448.943.2610x135,ANALYST,COMPLIANCE,2021-10-15,57698.2,INACTIVE
438,9,Kristen,Stevens,william24@example.com,3586369189,MANAGER,RETAIL,2025-02-07,47152.85,SUSPENDED
439,24,Darren,Harris,cordovajodi@example.com,6362702824,ADVISOR,OPERATIONS,2025-03-22,56100.66,ACTIVE
440,29,Ashley,Lewis,joshuagiles@example.net,(618)806-1599x184,SUPERVISOR,OPERATIONS,2019-05-12,101991.02,INACTIVE
441,30,Angela,Garcia,watkinsrebecca@example.net,910.676.2574x579,ADVISOR,OPERATIONS,2017-08-05,88198.44,INACTIVE
442,44,Kerri,Lowery,davidmcintyre@example.org,(647)885-7743x52287,MANAGER,RISK,2022-08-17,34150.96,INACTIVE
443,48,Dennis,Marshall,dwong@example.net,001-669-914-8829,TELLER,RETAIL,2023-01-03,42992.82,ACTIVE
444,20,Susan,Smith,phillipbarrett@example.org,(810)256-7341x17606,MANAGER,OPERATIONS,2021-07-16,36408.02,SUSPENDED
445,24,Patricia,Davis,jessicagood@example.org,(570)406-3087x9488,MANAGER,COMPLIANCE,2023-07-16,43978.74,SUSPENDED
446,50,Richard,Griffin,roachdavid@example.com,878.242.8917,SUPERVISOR,RISK,2022-11-03,43125.48,SUSPENDED
447,27,Brooke,Atkinson,christina78@example.com,+1-288-576-0367x518,TELLER,RISK,2021-06-23,54936.8,SUSPENDED
448,48,Virginia,Horton,rreed@example.net,001-363-885-2476x0943,SUPERVISOR,RISK,2025-07-28,101015.22,INACTIVE
449,11,Cindy,Shaw,jessicaphillips@example.net,001-308-602-8021,SUPERVISOR,RETAIL,2024-12-02,111182.15,ACTIVE
450,48,Thomas,Evans,christopherstephenson@example.com,477-841-4167,ADVISOR,IT,2023-11-05,46930.44,INACTIVE
451,2,Amanda,Marquez,amorales@example.com,417.909.4694,ADVISOR,COMPLIANCE,2021-06-08,32007.12,INACTIVE
452,25,Douglas,Simpson,kristen90@example.org,001-419-424-6055x0230,MANAGER,RETAIL,2025-03-17,86985.74,SUSPENDED
453,15,Mark,Ramos,alexanderarmstrong@example.com,(874)813-4803x9950,ANALYST,RISK,2016-06-03,71708.39,SUSPENDED
454,37,Michelle,Bennett,rebekahrichardson@example.com,(253)548-6843x6733,TELLER,IT,2023-01-07,86347.34,ACTIVE
455,47,Richard,Villegas,troymartinez@example.net,695.328.1231,ADVISOR,COMPLIANCE,2021-08-20,39655.97,SUSPENDED
456,23,Kimberly,Mcgrath,plynch@example.net,899.938.0909x917,ADVISOR,IT,2019-04-28,74577.98,ACTIVE
457,15,Tina,Webster,racheldalton@example.com,+1-222-782-1049x09566,SUPERVISOR,IT,2025-05-18,106247.98,ACTIVE
458,18,Craig,Willis,justinking@example.com,+1-631-987-2455x7837,TELLER,COMPLIANCE,2021-12-18,111015.44,ACTIVE
459,22,Kenneth,Bowen,ryanthompson@example.com,4814649330,MANAGER,IT,2023-03-22,105434.83,SUSPENDED
460,10,Ronald,Davis,michaelmartinez@example.com,992-538-7623x22029,TELLER,OPERATIONS,2021-01-13,114972.94,INACTIVE
461,23,Jennifer,Nelson,jessicagarcia@example.com,234-654-0689,ADVISOR,IT,2022-01-10,113638.01,SUSPENDED
462,6,Jason,Stevens,xsweeney@example.org,963.256.1206,SUPERVISOR,IT,2019-10-04,55896.53,ACTIVE
463,12,Megan,Stafford,smithjoe@example.com,767-600-6359x993,MANAGER,COMPLIANCE,2024-04-23,69761.91,INACTIVE
464,44,Kelly,Hoover,michaelfuller@example.org,611.462.8332x95231,TELLER,IT,2017-09-16,109636.6,SUSPENDED
465,33,Anthony,Riley,xbrown@example.org,4743391243,MANAGER,IT,2023-11-12,113503.1,ACTIVE
466,48,Samantha,Garcia,tatejacqueline@example.com,+1-560-809-3718x96754,TELLER,IT,2025-03-16,80021.66,ACTIVE
467,15,Donna,Barton,fsullivan@example.net,431.423.1784x71698,TELLER,IT,2022-02-19,48840.17,ACTIVE
468,28,Michael,Anderson,melinda05@example.org,665-368-5853,ADVISOR,COMPLIANCE,2018-12-22,65502.71,INACTIVE
469,34,Lauren,Kennedy,yujoseph@example.com,245-303-8008,ADVISOR,COMPLIANCE,2020-07-17,93121.99,INACTIVE
470,25,Heather,Owens,timothymason@example.org,212-723-5373,SUPERVISOR,COMPLIANCE,2024-10-07,88329.01,INACTIVE
471,5,Scott,Martin,robin60@example.com,001-883-292-9823x3515,MANAGER,IT,2021-05-05,100208.28,ACTIVE
472,34,Andrea,Atkinson,stephen51@example.net,222.372.3810,TELLER,RISK,2017-09-26,93380.14,ACTIVE
473,3,Nicole,Smith,susan21@example.org,447-410-3838,ADVISOR,COMPLIANCE,2021-03-28,102379.09,ACTIVE
474,17,Steven,Williams,michelealvarado@example.com,531-682-7284x323,TELLER,IT,2018-02-03,117188.06,SUSPENDED
475,31,Randy,Thompson,kimberly26@example.net,(727)209-2818x547,SUPERVISOR,RISK,2018-09-05,106615.88,INACTIVE
476,40,Courtney,Pham,orobles@example.com,(304)989-8923x7567,MANAGER,OPERATIONS,2019-12-20,115483.01,SUSPENDED
477,5,Jason,Martinez,pdixon@example.com,780.996.8326x31024,MANAGER,COMPLIANCE,2020-01-08,64243.72,ACTIVE
478,39,Madison,Lawson,farnold@example.org,584.321.6807x4084,SUPERVISOR,IT,2017-09-15,55339.37,INACTIVE
479,1,Melinda,Drake,david45@example.org,847-845-2981x2212,SUPERVISOR,OPERATIONS,2022-12-16,88090.47,ACTIVE
480,34,Rachel,Lopez,woodsjenny@example.com,+1-465-753-5586x20137,TELLER,OPERATIONS,2016-07-05,99651.98,INACTIVE
481,37,Christian,Jacobs,leeandrea@example.com,8753287842,SUPERVISOR,COMPLIANCE,2016-02-11,110316.86,INACTIVE
482,4,Miguel,Watson,jamesheather@example.com,001-782-484-7675,ADVISOR,OPERATIONS,2020-06-12,63831.18,INACTIVE
483,2,Sandra,Thompson,sara91@example.net,327-910-0049x65527,TELLER,COMPLIANCE,2019-04-03,114507.34,ACTIVE
484,34,Stephen,Bradley,stephanieking@example.com,478-580-8088x485,SUPERVISOR,RETAIL,2019-05-18,53186.69,SUSPENDED
485,34,Rick,Thomas,jose93@example.net,(388)550-1583x1141,ADVISOR,RETAIL,2022-12-31,84420.89,ACTIVE
486,15,Heather,White,ogarcia@example.net,(706)227-0702x468,TELLER,COMPLIANCE,2016-05-03,61067.71,SUSPENDED
487,3,Ashley,Pierce,rebecca37@example.net,8348374884,ANALYST,IT,2016-02-04,64363.45,SUSPENDED
488,26,Katherine,Andrade,aliciahoover@example.net,001-696-729-5708x646,ANALYST,IT,2016-01-18,88995.22,SUSPENDED
489,14,Adam,Padilla,jennifer49@example.com,459.344.5992x1799,MANAGER,OPERATIONS,2025-09-14,75127.04,ACTIVE
490,36,Craig,Mcdonald,ewright@example.org,+1-231-381-0013,TELLER,RISK,2015-11-14,78639.79,INACTIVE
491,11,Ryan,Khan,brownkimberly@example.com,+1-887-736-2596x84125,SUPERVISOR,COMPLIANCE,2023-05-23,72974.71,ACTIVE
492,30,Larry,Owens,wdavis@example.org,+1-571-882-9393x51924,TELLER,RETAIL,2018-02-23,51055.76,ACTIVE
493,23,Blake,Tucker,kimberlymoyer@example.com,415-652-6105x62554,ANALYST,IT,2018-11-19,117472.68,SUSPENDED
494,37,David,Walker,inunez@example.net,(624)457-0976x6987,TELLER,COMPLIANCE,2016-03-20,73480.15,SUSPENDED
495,4,Brian,Jones,sarahbuchanan@example.net,001-910-759-6944x76423,ANALYST,RISK,2021-10-01,54386.67,INACTIVE
496,45,Tina,Gonzalez,gregoryellis@example.com,293-843-5168,MANAGER,IT,2020-04-29,51708.67,INACTIVE
497,32,Scott,Johnson,okeller@example.net,748.287.7777,ADVISOR,OPERATIONS,2015-12-18,110631.5,INACTIVE
498,30,Adam,Morales,ibarramelanie@example.com,001-952-641-7803,TELLER,COMPLIANCE,2022-12-14,72734.43,ACTIVE
499,17,Lindsey,Miller,riveradavid@example.org,574-704-3190x0150,TELLER,OPERATIONS,2017-03-14,101069.43,INACTIVE
500,10,Marcus,Bishop,sonyawhitaker@example.net,(969)469-9430x72120,MANAGER,IT,2019-10-04,104673.07,SUSPENDED
